Nanc	Nbot	T	Ncurr
57510.8194837988	0.149452629944955	0.035844441465306	33391.9694444654
55831.7083439759	0.328934816587573	0.0299053388811889	34171.4801762742
60234.8585347977	0.430053309194822	0.0347989180194867	33809.2438401472
55626.3295325586	0.425282476441383	0.0494134152226761	34910.9666865472
52793.0882233976	0.154488213076107	0.0271741064672361	33137.800785349
60350.069430892	0.367097371853217	0.0300265016752923	34336.5898178201
57486.7737801489	0.323602010521493	0.031868519715743	32785.5703865128
57294.419680326	0.436614390860988	0.0373538622117189	34665.8070541103
56325.6212731693	0.226699600674038	0.0269466912460316	34158.4714038586
60809.9224743816	0.375708422827339	0.0264206249825591	32875.6301336488
55005.1800480595	0.418977771950445	0.0231214761239244	33252.8764575304
60154.7096031325	0.286840037487392	0.0315216433054093	30757.2371729868
56498.9451422545	0.487235166052448	0.035086855540904	32862.6205777367
58713.0438627401	0.187888555296932	0.0191625148766327	31724.873633487
55424.9579120718	0.56928096300231	0.0461089091141319	32878.6308760059
60289.9597890185	0.189194698788709	0.047716181932654	34649.7962228911
56571.0832440472	0.295763387924205	0.0330350823064603	34114.4450679459
56834.5679956327	0.104876854843183	0.0473336383328304	33711.1790977197
57533.8612453621	0.130471095319447	0.0225685802845077	33321.9231052042
57647.0722861374	0.129867828432995	0.0203428627781338	33622.1210076158
54553.3493240041	0.298792221436832	0.0189500709928116	34575.7478492728
55343.8079760845	0.543605308685534	0.040223895403621	31727.8744078108
60632.5950717965	0.10454490428387	0.0254941949634611	30638.1593347337
56122.2451153693	0.173410053940802	0.0281701078746043	33621.1181554631
60628.5856992558	0.41132014818691	0.0257339972682857	32280.2382525256
58422.5101223033	0.127571902799144	0.0401974714342839	33628.126039126
54192.6808515115	0.10947641136825	0.0498584562861632	34057.4066009152
58667.9628508431	0.115123665726545	0.037431758312933	30408.0086217223
54544.3248069696	0.106933317738564	0.0196396475082875	33634.1261656957
61173.5893581256	0.524083076969695	0.0201532847130681	34919.9722595812
53405.2219993911	0.187575567343453	0.0339002137503704	32183.1737154749
58098.9085159259	0.350029164791146	0.0192255622507257	31098.462018672
54990.1558974376	0.20696134429501	0.0216818783582495	32850.6132279751
56619.1698697636	0.288450519414847	0.0211968790160546	32066.0976846653
57461.7254917244	0.145584992310787	0.0266801832893745	33441.0006426583
58518.6780304056	0.371954500243214	0.0214514515694815	32406.3196077456
61044.3548246752	0.219482369927573	0.0211641537320375	30879.3173099701
56291.5655275014	0.508265942780301	0.0272080102841984	34522.7132911973
54892.9746858486	0.56350313581767	0.0281503140296542	34480.6843713338
58615.8645938795	0.177811117561235	0.0228688980266701	34913.97037133
57117.0904809916	0.205230729839687	0.0378514803041821	30506.0719620538
56765.4425500468	0.418055663826763	0.0423472653477375	30640.1609183411
54938.0601773838	0.115757722752178	0.0191209652916076	32796.5779147518
56604.139722923	0.286455918739781	0.0324746554965497	33825.2534116019
59680.8294180211	0.212499961372608	0.0494393650326173	34401.6318879294
61301.8334928119	0.196588118042723	0.0374064729876112	32658.4877024995
55879.8038856701	0.102000567299907	0.0192500887981815	34438.658008508
70887.0048605361	1.30855056214001	1.22893093789341	30089.0240804876
70885.098149642	1.60063827959915	0.0157277420335663	10689.037808117
70887.9536705449	0.0427921130068564	0.0157283525759811	49488.9915368743
79576.6478460936	0.140131434583826	0.0157262101772967	45606.3121343276
60454.724335069	0.432276569655163	0.0157297022040441	10690.6764368276
60455.8488598221	0.140177788296799	0.0795749940153858	33970.9643879626
79574.438732014	0.919040235745434	0.0157257572284523	49485.4860282491
79578.620119095	1.69797908918785	0.0795859557424131	14568.0172961913
79573.3459402149	0.14011794034873	0.0795885156191626	2927.29425043655
45989.2416156018	0.104535741969864	0.24621169537434	25351.1595497064
53565.8847965399	0.104549921274751	0.049853785179028	35384.9293176596
58411.537604707	0.153222831232343	0.0359396108731666	33698.4484126909
56716.3867076043	0.33299216129587	0.0300893113088507	34479.0621780766
61157.1170346062	0.434290919975767	0.0349097102508183	34116.8439806554
56509.9897108397	0.429502089211277	0.0493064364012239	35220.6577177166
53654.2109860231	0.158257338747257	0.0273988076405235	33442.789830222
61272.0175198432	0.371225387865548	0.0302086812770503	34645.1818888198
58386.6313011971	0.327659341718858	0.0320231846434266	33090.2631680966
58193.7035799983	0.440863531462303	0.0374264037040149	34975.679753149
57213.8019179592	0.230586114755136	0.027174745065483	34465.9026352903
61736.812743334	0.379856135613245	0.0266568106472585	33180.8431680468
55883.6833604076	0.423185590823723	0.0234065756954717	33558.1747954587
61075.9655209808	0.290837960113815	0.0316814981819767	31056.7987958878
57390.2762190873	0.491561144983133	0.0351934700710899	33167.2676708882
59623.5138993208	0.191723849088112	0.0195073001061957	32027.1155509454
56307.5196599494	0.573741443286449	0.0460509512346845	33183.1999699131
61212.2843283096	0.193030121387746	0.0476338287301242	34959.4652415633
57465.5514201999	0.299781104866255	0.0331720615542959	34423.1488454114
57729.6540970455	0.108571611545389	0.0472569824276915	34018.3803370742
58434.2924346892	0.134207924989175	0.0228622339345337	33628.0670356493
58549.2803877373	0.133606998986458	0.020670016154705	33929.3336229783
55431.0663409146	0.302811992757831	0.0192980289358972	34885.3874764532
56225.8264617622	0.548023565837103	0.0402537500540804	32029.489103922
61558.4333633115	0.108242181301568	0.0257442038500184	30937.649259744
57008.8488021477	0.177208333008344	0.0283799366317002	33927.1641620192
61553.3255122791	0.415523789293411	0.0259802545097146	32583.6639676004
59332.730149613	0.131313372179773	0.0402269234482708	33935.9322805451
55066.8510088778	0.113178012570142	0.0497439973197185	34365.4474344938
59579.3882435285	0.118842165174433	0.03750292041325	30707.2158607689
55417.6849702568	0.110618344920665	0.0199763921553721	33939.9182858234
62100.1524952532	0.528464048391508	0.020482600592004	35229.5025900968
54271.9616592393	0.191402758825531	0.0340246011044261	32485.9609264467
59004.9129795282	0.354135759116372	0.0195694613420893	31399.1846460775
55870.532199988	0.210825272565505	0.0219888188804276	33155.5178280049
57512.7327615348	0.292451287557754	0.0215110836807575	32369.0794461168
58360.3133164841	0.149342572408003	0.0269123292665787	33747.0566792214
59424.1673961814	0.376082154652957	0.0217613676587451	32709.2575213135
61972.3776626951	0.223367486752585	0.0214788694903872	31179.1314131212
57183.4484869257	0.512636650107941	0.027432454956545	34832.3784243024
55771.7953446925	0.567956188758893	0.0283604955357408	34789.556629464
59525.8467790177	0.181630374258035	0.0231581872787792	35224.5781834152
58014.3320548701	0.209092282975005	0.0379166638921466	30804.9341557011
57661.3111878857	0.42227697561015	0.0423448844290013	30939.7982300997
55818.3817949891	0.119471212975936	0.0194662495255755	33101.4543529907
57496.3017212032	0.290448252315972	0.0326202015633989	34132.3897485587
60596.3824053562	0.216366726225025	0.0493318594944675	34710.0273384424
62233.2020694348	0.200439592035676	0.0374781150460234	32963.3093273808
56768.4735760545	0.105694183181239	0.0195935604000407	34748.0947880154
71529.5045097026	1.30229895570866	1.20244782808685	30361.0410720025
71485.5727056601	1.5917597096112	0.0169403132374371	10977.4084938839
71548.9269988787	0.0486082037397104	0.016993533693088	49739.5149782258
80072.7563714821	0.144173298982348	0.0168371520194941	45802.4451439226
61199.3636143777	0.434807816079959	0.0170932283467125	11033.1855641681
61230.1608403481	0.145754718065963	0.0792791429766011	34291.5816869489
80032.0771010663	0.916200042402082	0.0168038720752706	49662.6053107282
80110.5541479229	1.68827840758342	0.0794414820141807	14824.6375702573
80023.5299220638	0.143858789025784	0.079439815253402	3172.92729860009
46652.3543383197	0.110051145731657	0.241951208760232	25655.3676661864
54344.297154057	0.110621335141899	0.0503501680059058	35712.4959220122
59201.1492943014	0.158795728784849	0.0368114078826123	34027.8967597492
57430.77090822	0.336418199023139	0.0310738138303648	34781.1925657005
61957.3729336618	0.437014078308917	0.0358104196741722	34446.8873596976
57238.1372502435	0.432036284083483	0.0498137405960884	35527.1140501322
54367.7744364578	0.163437657589592	0.0284547808570306	33748.6500952727
62042.1037711777	0.374464771777889	0.0312172779355341	34963.535708496
59159.0660889887	0.331380439282509	0.0329900495108503	33414.2577356729
58989.650762685	0.443532028576324	0.0382608168093287	35305.9055585615
57920.4242619865	0.234978395273261	0.0282261627824212	34764.8108958573
62540.9734653088	0.383149439023004	0.0277809833878846	33513.142127582
56603.7376477985	0.425750406514768	0.0245633808059403	33864.2900045485
61866.2871377839	0.294982647149436	0.0326638647012478	31387.5030003586
58141.0917754657	0.493553787279349	0.0360673787565544	33484.0760502635
60423.9112258532	0.19694423544948	0.0208244838264162	32361.5623916842
57047.9435615685	0.574871269400051	0.0466394813117099	33496.7755525483
62003.3978571025	0.198166522487504	0.0481918909298121	35285.0180956372
58283.7468681842	0.30398329307019	0.034129353627226	34762.3840410002
58509.84410898	0.11455275187903	0.0478228755801394	34344.3683049535
59212.4101937933	0.139908776889378	0.0240733905956365	33953.1817953467
59349.8371893301	0.139438616294341	0.0219587404313758	34262.4745977334
56219.0609268299	0.306893958835031	0.0206200727530118	35215.7519281663
56968.405454297	0.549416614805172	0.0409917969696338	32345.4500670177
62371.5860623178	0.114348760600212	0.0268975710853654	31275.8587095723
57715.3715536075	0.182125725213836	0.0294017318547446	34226.9447054868
62340.2242358264	0.418363923976019	0.0271076108263649	32909.9991440703
60187.4969897055	0.137424006582353	0.040999630981421	34287.0356535619
55836.8489424464	0.119087959292841	0.0502396783324822	34689.4643835286
60414.2579489643	0.124984363727636	0.0383483427353695	31055.4761147277
56099.3952137537	0.116072035520543	0.0211877978125809	34231.7804635264
62827.5734409278	0.52996617559361	0.0217076026910713	35530.9215427245
55007.1004555004	0.196363507888519	0.0349255570500291	32800.8309796448
59813.258535664	0.357735196311079	0.0208928233498576	31737.8309898928
56639.7984407629	0.215744241255432	0.0232222335564292	33480.6947632848
58296.6789525324	0.296584041054091	0.0227644278000004	32698.8155150176
59105.88935856	0.154725682867265	0.0279956240517854	34060.4316519731
60139.0875092682	0.379058584495494	0.0229490658624369	33011.777530435
62759.2332519407	0.228171046930694	0.022727580901147	31507.6917173527
57988.8071622987	0.514625238866058	0.0285450827961642	35167.5576839129
56521.1173112457	0.569190812241703	0.0294123386469143	35105.0662614203
60333.8202419019	0.186983593226424	0.0243815016491796	35557.2590118837
58793.311291411	0.214046919623133	0.0387312114103275	31134.6424131271
58475.5205116137	0.425210365591142	0.0430519995730548	31282.3977086318
56596.7703396084	0.125363356828235	0.0207739709438992	33430.0584930614
58248.1910886262	0.294450450687922	0.0335590880617964	34447.8891501139
61337.3301821895	0.221021490774514	0.0498353145031808	35018.0132161303
63055.0979102772	0.205632823294986	0.0383159115676617	33301.274927401
57574.88905489	0.111857131440777	0.0209183250538618	35083.4935703125
71854.2905555766	1.31337735472095	1.21058526948309	30368.3177760075
71850.4240145232	1.6057569668817	0.0161523739849096	10927.1366503141
71856.1996325523	0.0463178503779025	0.0161536149491599	49809.4558089259
80601.5812853633	0.143731559432138	0.0161492625260861	45916.0158527778
61347.9684381422	0.436221478530255	0.0161563540463839	10930.3661660532
61350.2443400194	0.143822631698143	0.0790056910062856	34260.3406497657
80597.1064135534	0.923426570400869	0.0161483427738285	49802.6589384512
80605.5754320045	1.70317693525252	0.0790285574910089	14813.3725066899
80594.9450473063	0.143704739223151	0.0790338173377888	3147.18248741924
46769.7674103198	0.10813333995561	0.243058441616062	25621.3652429684
54408.3064586222	0.108161353659461	0.0497479852660041	35677.6147100126
59291.1427186875	0.156885071478449	0.0360512565437675	33987.5428257482
57580.1030056001	0.336830705029069	0.0302923169305646	34768.942451364
62057.9412290631	0.438246236706988	0.0350374196626173	34406.8635005311
57372.7217798505	0.433443071649909	0.0492102599789007	35512.2939269196
54494.741339689	0.161915654600044	0.0276436900757139	33730.5530683226
62172.4949868659	0.375110515280557	0.0304098206044701	34935.9666584311
59265.3654279476	0.331500687617456	0.0321960265828437	33377.8637317689
59071.904751229	0.444826255811565	0.0375147740173995	35267.5705322317
58080.9545209703	0.234317192000078	0.0274230802157423	34755.6441582128
